chapter,question,options,correct-answer,note,page,difficulty
9,What is a likely effect when you take another drug while you drink alcohol?,"""a: There are no effects unless the drug is prescription only, b: If the drug is over-the-counter there are no effects, c: The effects of the alcohol and the drug are enhanced""","""c""","""The DMV handbook states on page 72, 'It is illegal to drive after… Using any combination of alcohol or drugs that decreases your ability to drive safely.'""",72,easy
9,BAC is expressed in,"""a: Percentage of alcohol to blood, b: Ounces of alcohol in your blood, c: Percentage of blood to alcohol""","""a""","""The DMV handbook defines BAC as the 'amount of alcohol in your blood.'""",72,easy
9,Which of these statements about drugs and driving is true?,"""a: any prescription drug is safe to use if you don't feel drowsy, b: even over the counter drugs can impair your driving, c: only illegal drugs can impair your driving""","""b""","""The DMV handbook states on page 72 that 'It is illegal to drive while under the influence of alcohol or any drug that affects your ability to drive safely.' It also clarifies that 'The law does not see a difference between illegal drugs and medications you get from a doctor or pharmacy. They can all affect your ability to drive safely and react to what you see and hear.'""",72,easy
9,Alcohol is:,"""a: A stimulant., b: An antihistamine., c: A depressant.""","""c""","""Alcohol is a depressant. 'It is illegal to drive while under the influence of alcohol or any drug that affects your ability to drive safely.' (Page 72)""",72,easy
9,Driving under the influence of any medication which impairs your driving is permitted:,"""a: Under no circumstances., b: If you don't feel drowsy., c: If it is prescribed by a physician.""","""a""","""It is illegal to drive under the influence of any drug that affects your ability to drive safely.  'The law does not see a difference between illegal drugs and medications you get from a doctor or pharmacy. They can all affect your ability to drive safely and react to what you see and hear.' (Page 72)""",72,easy
9,It is legal to drive with an alcoholic beverage container that has been opened only if the container is:,"""a: Under the front seat., b: In the glove department., c: In the trunk.""","""c""","""According to the DMV handbook, on page 72, 'If you are carrying any alcohol, cannabis in your vehicle, the container must be sealed and unopened. If it is open, you must keep the container in the trunk or place where passengers do not sit.'""",72,easy
9,The first thing that alcohol effects is:,"""a: Vision., b: Judgment., c: Balance.""","""b""","""The DMV handbook states that alcohol can 'affect your ability to drive safely and react to what you see and hear.'""",72,easy
9,What is the only effective way to remove alcohol from the body?,"""a: Drink strong coffee., b: Wait., c: Take a cold shower.""","""b""","""The only way to remove alcohol from your system is to wait.  'As you age, your tolerance to alcohol decreases, which increases the risk of alcohol-related driving problems.'  The DMV handbook states this on page 72.""",72,easy
9,What is the only medically proven method of removing alcohol or other drug combinations from your system?,"""a: Breathe in some fresh air., b: Give your body time., c: Drink coffee.""","""b""","""The only way to remove alcohol or other drug combinations from your system is to give your body time.  The DMV handbook states that it is illegal to drive after 'drinking excessive amounts of alcohol in any form. This includes medications like cough syrup.'""",72,medium
9,Which of the following driving skills are affected by the use of alcohol and/or drugs?,"""a: Alertness and concentration., b: Reaction time and coordination., c: All of the above.""","""c""","""The DMV handbook states that alcohol and/or drugs affect 'your ability to drive safely and react to what you see and hear.'  This includes alertness and concentration, reaction time, and coordination.""",72,easy
9,Which of the following substances can affect the ability to drive?,"""a: Tranquilizers, b: Cough syrups and cold tablets containing codeine or antihistamines., c: All of the above.""","""c""","""The DMV Handbook clearly states 'It is illegal to drive while under the influence of alcohol or any drug that affects your ability to drive safely.' It also says, 'No matter what age you are, it is illegal to drive after... Taking any drug that affects your ability to drive. This includes prescriptions or over-the-counter medications.'""",72,easy
9,Which of these statements is true about drugs and driving?,"""a: Any prescription drug is safe to use if you don't feel drowsy., b: Even over-the-counter drugs can impair your driving., c: Only illegal drugs can impair your driving.""","""b""","""The DMV Handbook states that 'The law does not see a difference between illegal drugs and medications you get from a doctor or pharmacy. They can all affect your ability to drive safely and react to what you see and hear.'""",72,easy
9,"While in a motor vehicle on a highway, it is:","""a: Illegal to either drink from or possess open containers of alcohol., b: Legal to drink alcohol if you're not driving., c: Legal to drink alcohol if you're driving but not drunk.""","""a""","""The DMV handbook states, 'It is illegal to drink any alcohol, to smoke or eat a cannabis product while you are driving or riding as a passenger in a vehicle.'  This means it is illegal to possess open containers of alcohol while in a motor vehicle on a highway.""",72,easy
9,"The law states that for an adult, you are legally drunk when your blood alcohol concentration reaches a minimum of","""a: One hundredth (0.01) of one percent, b: One tenth (0.10) of one percent, c: Eight hundredths (0.08) of one percent""","""c""","""The DMV handbook states on Page 73: 'It is illegal for you to drive if you have a BAC of... 0.08% or higher if you are over 21 years old.'""",73,easy
